IE_XML_ID;IE_NAME;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_CODE;IE_DETAIL_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IP_PROP59;IP_PROP77;IP_PROP319;IP_PROP71;IP_PROP72;IP_PROP73;IP_PROP320;IP_PROP81;IP_PROP322;IP_PROP83;IP_PROP321;IP_PROP323;IC_GROUP0;IC_GROUP1;IC_GROUP2;IC_GROUP3;CV_PRICE_1;CV_CURRENCY_1
2390;Альфа 64 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/6e744a85-8635-11eb-8994-00155d001f02_IM-00001164_Alfa%2064%20263/photo_1_IM-00001164_Alfa%2064%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477274;;html;stol_kompyuternyy_s_tumboy_alfa_64_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/6e744a85-8635-11eb-8994-00155d001f02_IM-00001164_Alfa%2064%20263/photo_1_IM-00001164_Alfa%2064%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477274;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 64.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 64.263» является частью модульной коллекции «Альфа 64», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/6e744a85-8635-11eb-8994-00155d001f02_IM-00001164_Alfa%2064%20263/photo_3_IM-00001164_Alfa%2064%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477273;56;0.130;1500;720;740;Альфа 64;Дуб Кронберг;;8 лет;;;Главная;Компьютерные столы;Компьютерные столы с тумбой;;25 220;RUB
2390;Альфа 64 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/6e744a85-8635-11eb-8994-00155d001f02_IM-00001164_Alfa%2064%20263/photo_1_IM-00001164_Alfa%2064%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477274;;html;stol_kompyuternyy_s_tumboy_alfa_64_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/6e744a85-8635-11eb-8994-00155d001f02_IM-00001164_Alfa%2064%20263/photo_1_IM-00001164_Alfa%2064%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477274;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 64.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 64.263» является частью модульной коллекции «Альфа 64», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/6e744a85-8635-11eb-8994-00155d001f02_IM-00001164_Alfa%2064%20263/photo_4_IM-00001164_Alfa%2064%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477273;56;0.130;1500;720;740;Альфа 64;Дуб Кронберг;;8 лет;;;Главная;Компьютерные столы;Компьютерные столы с тумбой;;25 220;RUB
2390;Альфа 64 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/6e744a85-8635-11eb-8994-00155d001f02_IM-00001164_Alfa%2064%20263/photo_1_IM-00001164_Alfa%2064%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477274;;html;stol_kompyuternyy_s_tumboy_alfa_64_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/6e744a85-8635-11eb-8994-00155d001f02_IM-00001164_Alfa%2064%20263/photo_1_IM-00001164_Alfa%2064%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477274;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 64.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 64.263» является частью модульной коллекции «Альфа 64», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/6e744a85-8635-11eb-8994-00155d001f02_IM-00001164_Alfa%2064%20263/photo_5_IM-00001164_Alfa%2064%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1653656762;56;0.130;1500;720;740;Альфа 64;Дуб Кронберг;;8 лет;;;Главная;Компьютерные столы;Компьютерные столы с тумбой;;25 220;RUB
2391;Альфа 63 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_1_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429328;;html;stol_kompyuternyy_s_tumboy_alfa_63_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_1_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429328;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 63.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 63.263» является частью модульной коллекции «Альфа 63», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_2_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429325;56;0.130;1500;720;740;Альфа 63;Дуб Кобург;;8 лет;;;Главная;Домашние кабинеты;Наборы для дома;;25 220;RUB
2391;Альфа 63 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_1_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429328;;html;stol_kompyuternyy_s_tumboy_alfa_63_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_1_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429328;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 63.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 63.263» является частью модульной коллекции «Альфа 63», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_4_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429326;56;0.130;1500;720;740;Альфа 63;Дуб Кобург;;8 лет;;;Главная;Домашние кабинеты;Наборы для дома;;25 220;RUB
2391;Альфа 63 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_1_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429328;;html;stol_kompyuternyy_s_tumboy_alfa_63_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_1_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429328;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 63.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 63.263» является частью модульной коллекции «Альфа 63», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_6_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429326;56;0.130;1500;720;740;Альфа 63;Дуб Кобург;;8 лет;;;Главная;Домашние кабинеты;Наборы для дома;;25 220;RUB
2391;Альфа 63 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_1_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429328;;html;stol_kompyuternyy_s_tumboy_alfa_63_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_1_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429328;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 63.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 63.263» является частью модульной коллекции «Альфа 63», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/b1929e7c-8634-11eb-8994-00155d001f02_IM-00001161_Alfa%2063%20263/photo_7_IM-00001161_Alfa%2063%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1653656760;56;0.130;1500;720;740;Альфа 63;Дуб Кобург;;8 лет;;;Главная;Домашние кабинеты;Наборы для дома;;25 220;RUB
2392;Альфа 62 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_1_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429319;;html;stol_kompyuternyy_s_tumboy_alfa_62_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_1_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429319;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 62.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 62.263» является частью модульной коллекции «Альфа 62», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_2_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429317;56;0.130;1500;720;740;Альфа 62;Орех Пегас;;8 лет;;;Главная;Компьютерные столы;Компьютерные столы с тумбой;;25 220;RUB
2392;Альфа 62 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_1_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429319;;html;stol_kompyuternyy_s_tumboy_alfa_62_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_1_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429319;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 62.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 62.263» является частью модульной коллекции «Альфа 62», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_3_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429317;56;0.130;1500;720;740;Альфа 62;Орех Пегас;;8 лет;;;Главная;Компьютерные столы;Компьютерные столы с тумбой;;25 220;RUB
2392;Альфа 62 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_1_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429319;;html;stol_kompyuternyy_s_tumboy_alfa_62_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_1_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429319;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 62.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 62.263» является частью модульной коллекции «Альфа 62», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_6_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429318;56;0.130;1500;720;740;Альфа 62;Орех Пегас;;8 лет;;;Главная;Компьютерные столы;Компьютерные столы с тумбой;;25 220;RUB
2392;Альфа 62 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_1_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429319;;html;stol_kompyuternyy_s_tumboy_alfa_62_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_1_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1621429319;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 62.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 62.263» является частью модульной коллекции «Альфа 62», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/513a3791-8634-11eb-8994-00155d001f02_IM-00001158_Alfa%2062%20263/photo_7_IM-00001158_Alfa%2062%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1653570256;56;0.130;1500;720;740;Альфа 62;Орех Пегас;;8 лет;;;Главная;Компьютерные столы;Компьютерные столы с тумбой;;25 220;RUB
2393;Альфа 61 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_1_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477266;;html;stol_kompyuternyy_s_tumboy_alfa_61_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_1_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477266;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 61.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 61.263» является частью модульной коллекции «Альфа 61», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_2_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477263;56;0.130;1500;720;740;Альфа 61;Ольха;;8 лет;;;Главная;Компьютерные столы;Прямые компьютерные столы;;25 220;RUB
2393;Альфа 61 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_1_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477266;;html;stol_kompyuternyy_s_tumboy_alfa_61_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_1_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477266;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 61.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 61.263» является частью модульной коллекции «Альфа 61», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_3_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477264;56;0.130;1500;720;740;Альфа 61;Ольха;;8 лет;;;Главная;Компьютерные столы;Прямые компьютерные столы;;25 220;RUB
2393;Альфа 61 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_1_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477266;;html;stol_kompyuternyy_s_tumboy_alfa_61_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_1_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477266;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 61.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 61.263» является частью модульной коллекции «Альфа 61», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_4_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477264;56;0.130;1500;720;740;Альфа 61;Ольха;;8 лет;;;Главная;Компьютерные столы;Прямые компьютерные столы;;25 220;RUB
2393;Альфа 61 263;https://davitamebel.ru/upload/resize_cache/product/275_206_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_1_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477266;;html;stol_kompyuternyy_s_tumboy_alfa_61_263;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_1_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1627477266;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Альфа 61.263» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Альфа 61.263» является частью модульной коллекции «Альфа 61», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/071f402f-8634-11eb-8994-00155d001f02_IM-00001155_Alfa%2061%20263/photo_5_IM-00001155_Alfa%2061%20263Stol%20kompyuternyy%20s%20tumboy.jpg?1653570254;56;0.130;1500;720;740;Альфа 61;Ольха;;8 лет;;;Главная;Компьютерные столы;Прямые компьютерные столы;;25 220;RUB
2394;Рубин 40 261;https://davitamebel.ru/upload/resize_cache/product/275_206_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_1_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477335;;html;stol_kompyuternyy_s_tumboy_rubin_40_261;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_1_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477335;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Рубин 40 261» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Рубин 40 261» является частью модульной коллекции «Рубин 40», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_2_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477332;53;0.120;1500;700;750;Рубин 40;Сосна Астрид;;8 лет;;;Главная;Офисная мебель;Офисная мебель;;22 520;RUB
2394;Рубин 40 261;https://davitamebel.ru/upload/resize_cache/product/275_206_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_1_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477335;;html;stol_kompyuternyy_s_tumboy_rubin_40_261;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_1_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477335;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Рубин 40 261» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Рубин 40 261» является частью модульной коллекции «Рубин 40», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_3_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477333;53;0.120;1500;700;750;Рубин 40;Сосна Астрид;;8 лет;;;Главная;Офисная мебель;Офисная мебель;;22 520;RUB
2394;Рубин 40 261;https://davitamebel.ru/upload/resize_cache/product/275_206_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_1_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477335;;html;stol_kompyuternyy_s_tumboy_rubin_40_261;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_1_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477335;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Рубин 40 261» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Рубин 40 261» является частью модульной коллекции «Рубин 40», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_4_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477333;53;0.120;1500;700;750;Рубин 40;Сосна Астрид;;8 лет;;;Главная;Офисная мебель;Офисная мебель;;22 520;RUB
2394;Рубин 40 261;https://davitamebel.ru/upload/resize_cache/product/275_206_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_1_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477335;;html;stol_kompyuternyy_s_tumboy_rubin_40_261;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_1_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477335;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Рубин 40 261» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Рубин 40 261» является частью модульной коллекции «Рубин 40», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/185e59cf-ef88-11eb-bed4-00155db6cc01_IM-00001318_Rubin%2040%20261/photo_5_IM-00001318_Rubin%2040%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1653656791;53;0.120;1500;700;750;Рубин 40;Сосна Астрид;;8 лет;;;Главная;Офисная мебель;Офисная мебель;;22 520;RUB
2395;Рубин 41 261;https://davitamebel.ru/upload/resize_cache/product/275_206_1/6b7db541-ef89-11eb-bed4-00155db6cc01_IM-00001319_Rubin%2041%20261/photo_1_IM-00001319_Rubin%2041%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477338;;html;stol_kompyuternyy_s_tumboy_rubin_41_261;html;https://davitamebel.ru/upload/resize_cache/product/841_631_1/6b7db541-ef89-11eb-bed4-00155db6cc01_IM-00001319_Rubin%2041%20261/photo_1_IM-00001319_Rubin%2041%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477338;"<div class=""p html-content"" itemprop=""description""><font size=""3"">Набор мебели «Рубин 41 261» позволит организовать комфортное рабочее место. Набор мебели для офиса состоит из рабочего стола, подставки под системный блок и подкатной тумбы.«Рубин 41 261» является частью модульной коллекции «Рубин 41», а это значит, что Вы можете купить этот набор в представленном виде или дополнить состав набора с учетом своих пожеланий.</font></div>";https://davitamebel.ru/upload/resize_cache/product/841_631_1/6b7db541-ef89-11eb-bed4-00155db6cc01_IM-00001319_Rubin%2041%20261/photo_2_IM-00001319_Rubin%2041%20261Stol%20kompyuternyy%20s%20tumboy.jpg?1627477335;53;0.120;1500;700;750;Рубин 41;Итальянский Орех;;8 лет;;;Главная;Компьютерные столы;Компьютерные столы с тумбой;;22 520;RUB
